code,name,EBITDA마진율(%),차입금의존도(%),차입금/EBITDA(TTM)(배),현금흐름(TTM)/차입금(%),금융비용(천원),자본총계(천원),이자발생부채(천원),C>=5,D<=50,E<=10,F>=10,G/H<=0.75,score,internal_rating,ag3_reason
23598,메드팩토,-296.41,3.57,-0.12,-1474.74,30903.49,42578558.9,1620619,0,1,1,0,1,2,AG2,
23620,슈프리마,21.04,0.76,0.06,1741.5,3236653.47,281148487.12,2297582,1,1,1,1,1,0,AG2,
23681,엔비티,-6.13,11.82,-0.83,-14.67,60461.38,19261384.01,4141924.5,0,1,1,0,1,2,AG2,
23769,에스티팜,29.95,8.75,0.76,104.76,3078010.86,611249895.16,74331031.5,1,1,1,1,1,0,AG2,
23775,피앤씨테크,7.81,32.7,32.62,-63.43,255643.45,42915441.74,32500000,1,1,0,0,1,2,AG2,
23782,플레이디,3.76,0.63,,,20875.26,88647104.88,892475.28,0,1,,,1,,AG3,재무정보 미제공
23788,클리오,8.27,2.7,0.38,372.96,402510.96,244170978.47,8979633.68,1,1,1,1,1,0,AG2,
23809,앤디포스,14.69,11.05,2.49,53.52,225799.31,109593840.03,14857750.42,1,1,1,1,1,0,AG2,
23812,얼라인드,10.89,25.49,5.4,38.06,593225.44,37550817.44,15027717.82,1,1,1,1,1,0,AG2,
23820,비피도,-7.89,17.87,3.93,-0.18,104806.49,44437312.99,10186248.85,0,1,1,0,1,2,AG2,
23849,힘스,-9.67,16.15,-3.09,-98.03,430174.07,57065805.67,13472766,0,1,1,0,1,2,AG2,
23934,이스트에이드,-46.74,2.19,-0.11,-541.6,14508.18,14240031.59,609867.48,0,1,1,0,1,2,AG2,
23961,에이치엘사이언스,-80.92,0,,-3951.08,8560.86,80892504.8,,0,1,,0,1,,AG3,재무정보 미제공
23989,피엔에이치테크,10.06,9.22,1.64,58.64,54248.73,53876749.18,6228607.19,1,1,1,1,1,0,AG2,
24055,동방메디컬,25.1,15.05,1.11,70.92,798149.26,132996618.39,28700767,1,1,1,1,1,0,AG2,
24060,유진테크놀로지,-21.8,24.73,-2.95,-33.33,131495.13,37447748.84,14338312.11,0,1,1,0,1,2,AG2,
24081,원익IPS,12.36,0.47,0.05,2158.48,29918.04,982067600.01,5930460.2,1,1,1,1,1,0,AG2,
24152,DSC인베스트먼트,38.34,25.7,1.79,51.1,9089,132831904.91,49968468,1,1,1,1,1,0,AG2,
24156,두산밥캣,12.92,13.51,1.73,39.1,76674753,7564324309,1767295551,1,1,1,1,1,0,AG2,
24159,화승엔터프라이즈,4.07,49.54,7.66,5.34,11455603.92,473101928.05,703970618.31,0,1,1,0,1,2,AG2,
24169,유니테크노,5.19,30.01,8.96,4.41,2026610.42,140269547.66,74380701.08,1,1,1,0,1,1,AG2,
24171,코스메카코리아,14.35,32.57,2,45.75,1872057.72,312041982.06,220513912.83,1,1,1,1,1,0,AG2,
24177,메카로,25.75,0.32,0.03,2439.73,9101.73,209032718.08,752670.58,1,1,1,1,1,0,AG2,
24179,티이엠씨씨엔에스,-7.21,9.06,1.7,52.14,345608.74,114943756.66,17146911.25,0,1,1,1,1,1,AG2,
24184,에이스토리,-15.53,1.35,-0.11,-286.33,27280.98,46518605.32,775732.5,0,1,1,0,1,2,AG2,
24204,나무기술,2.61,15.52,3.5,8.86,291786.76,51290195.52,19202201,0,1,1,0,1,2,AG2,
24307,휴온스,5.57,25.56,2.72,35.49,1816409.59,408026301.93,169028234.05,1,1,1,1,1,0,AG2,
24384,신흥에스이씨,14.39,51.09,6.02,15.66,5029026.04,364236013.98,464788753.13,1,0,1,1,1,1,AG2,
24446,올리패스,-1296,59.59,-1.85,-152.29,166491.14,-188085.55,10308025,0,0,1,0,1,3,AG3,score
24492,에이플러스에셋,12.71,11.36,0.89,99.59,895718.35,266537167.68,60575616,1,1,1,1,1,0,AG2,
24625,에스엘에스바이오,-65.66,11.52,-0.33,-317.66,13268.72,6696288.04,1162269.34,0,1,1,0,1,2,AG2,
24669,TS인베스트먼트,-52.23,6.52,1.37,54.23,,98999439.31,8141423.97,0,1,1,1,,,AG3,재무정보 미제공
24671,티앤알바이오팹,2.78,32.7,-19.52,-66.73,944726.87,21416997.74,30133604.61,0,1,1,0,1,2,AG2,
24672,아스타,-216.46,1.91,-0.26,-178.57,550572,18178975.88,422183.62,0,1,1,0,1,2,AG2,
24696,SCL사이언스,5.57,42.12,31.73,0.82,767372.94,22513311.16,32613638.15,1,1,0,0,1,2,AG2,
24754,에코프로비엠,3.46,49.69,11,7.61,38105228.66,2084897917.69,2562301719.26,0,1,0,0,1,3,AG3,score
24766,나노씨엠에스,22.21,9.44,-9.49,-7.24,72707.41,18463775.51,2155333.74,1,1,1,0,1,1,AG2,
24807,솔루엠,6.65,32.76,4.45,14.66,5441075.74,571922300.36,451902065.46,1,1,1,1,1,0,AG2,
24817,샘표식품,12.42,14.35,1.02,78.19,654447.86,273782757.9,55284441.1,1,1,1,1,1,0,AG2,
24942,일동제약,10.37,25.72,3.09,30.19,1869971.74,239956582.17,144545958.59,1,1,1,1,1,0,AG2,
25000,보라티알,7.28,58.64,13.68,1.67,1022024.74,82980307.14,136043394.2,1,0,0,0,1,3,AG3,score
25006,모비스,-48.23,5.36,-0.77,-28.54,177907.72,33145014.91,2088215.55,0,1,1,0,1,2,AG2,
25093,예선테크,15.55,57.8,8.6,14.69,537564.69,16522105.95,30675194.11,1,0,1,1,1,1,AG2,
25112,바이오에프디엔씨,34.71,0.43,0.04,915.15,8323.58,70958915.24,320022.86,1,1,1,1,1,0,AG2,
25127,넷마블,12.88,16.29,2.79,33.65,79272925.01,5811716330.28,1355779026.32,1,1,1,1,1,0,AG2,
25137,와이엠티,15.27,29.31,4.34,12.15,1667103.44,212100869.22,105903708.64,1,1,1,1,1,0,AG2,
25163,브이원텍,-21.06,14.38,-2.51,-46,593582.18,122244224.55,26915307.56,0,1,1,0,1,2,AG2,
25197,펌텍코리아,18.2,10.31,0.71,150.38,405998.87,368424541.14,49966373.9,1,1,1,1,1,0,AG2,
25250,세화피앤씨,2.25,29.41,,,519902.45,38225851.39,19105188.11,0,1,,,1,,AG3,재무정보 미제공
25299,샘씨엔에스,36.19,25.58,2.33,43.67,480268.93,185076899.8,67094542.34,1,1,1,1,1,0,AG2,
25345,스튜디오드래곤,31.24,2.37,0.13,1205.79,1984453.53,754314448.59,22800000,1,1,1,1,1,0,AG2,
25359,네오셈,7.84,15.01,4.67,56.33,425192.84,125493810.8,24138971.95,1,1,1,1,1,0,AG2,
25384,수젠텍,-192.14,16.6,-0.92,-215.62,491172.68,72276506.79,15553186.75,0,1,1,0,1,2,AG2,
25412,자비스,-10.25,6.59,-0.77,-175.2,232471.39,24127863.22,2475699.26,0,1,1,0,1,2,AG2,
25449,미래반도체,9.47,49.84,3.72,32.38,4441223.61,133613401.52,171870050.98,1,1,1,1,1,0,AG2,
25522,SG,-48.73,33.72,18.22,-11.08,3371238.48,105881479.97,69149511.33,0,1,0,0,1,3,AG3,score
25544,야스,17.14,6.7,2.63,76.57,357212.55,139052162.81,13495608.02,1,1,1,1,1,0,AG2,
25615,한독크린텍,7.23,0,,,29895.34,57027309.78,,1,1,,,1,,AG3,재무정보 미제공
25663,포인트엔지니어링,-17.56,23.69,4.87,-7.72,168903.24,64978423.09,21590625.46,0,1,1,0,1,2,AG2,
25684,한국비엔씨,7.64,9.5,3.23,35.38,2100943.4,233413815.81,26287623.78,1,1,1,1,1,0,AG2,
25694,킵스파마,-1.12,38.86,21.49,0.43,1513532.55,85230522.69,94779129.4,0,1,0,0,1,3,AG3,score
25737,피엔티엠에스,-185.46,18.45,-2.75,-91.06,107714.77,20064437.65,9465279.5,0,1,1,0,1,2,AG2,
25772,실리콘투,19.52,13.98,0.51,143.12,14882093.34,491951582.09,117583619.95,1,1,1,1,1,0,AG2,
25861,케일럼,5.25,28.2,17.99,1.64,394345.47,47076053.46,22830705.8,1,1,0,0,1,2,AG2,
25879,소프트캠프,-17.64,49.48,5.36,19.36,163587.19,14163190.75,19504793.73,0,1,1,1,1,1,AG2,
25883,세종메디칼,23.09,46.68,6.38,-0.52,228205.46,24119615.9,29070021.88,1,1,1,0,1,1,AG2,
25963,엠플러스,21.21,22.76,1.51,48.71,955792.69,111753553.85,52671744.36,1,1,1,1,1,0,AG2,
25996,크래프톤,44.45,5.89,0.44,258.41,4488683.74,7459448586.17,578867248,1,1,1,1,1,0,AG2,
26066,알리코제약,-1.07,26.25,16.64,6.05,736979.9,76507365.24,44806896.66,0,1,0,0,1,3,AG3,score
26093,씨티케이,3.13,35.74,42.88,-2.78,5914951.12,145204748.99,95682486.99,0,1,0,0,1,3,AG3,score
26097,에스앤디,19.62,0.17,0.01,12209.51,1797.49,87437445.07,214989.2,1,1,1,1,1,0,AG2,
26120,덴티스,15.93,51.32,-85.54,-2.78,1306867.75,50491042.36,110906073.1,1,0,1,0,1,2,AG2,
26152,이지스,-38.35,14.44,,,88114.46,48219248.37,9092913.28,0,1,,,1,,AG3,재무정보 미제공
26178,아리바이오랩,-933.64,26.9,-0.45,-188.61,660875,9591807.54,5915183.03,0,1,1,0,1,2,AG2,
26226,에이프로,2,41.92,-33.77,-4.75,5866691.19,59844543.92,132804504.58,0,1,1,0,1,2,AG2,
26284,아이퀘스트,9,35.14,8.18,50.94,343120.66,64741464.97,40629357.64,1,1,1,1,1,0,AG2,
26302,디케이앤디,7.35,4.61,0.35,221.96,628417.18,84188701.51,5388757.1,1,1,1,1,1,0,AG2,
26305,유틸렉스,-190.88,45.21,-1.06,-132.46,277329.35,12822064.09,14809892.35,0,1,1,0,1,2,AG2,
26360,덕우전자,2.84,24.04,3.42,59.07,3120366.69,126291920.53,53347412.21,0,1,1,1,1,1,AG2,
26369,디알젬,12.73,8.33,0.84,92.38,532791.25,94361578.44,10702466,1,1,1,1,1,0,AG2,
26370,케어랩스,6.53,12.2,-54.75,-25.96,277871.7,73863727.41,12433083.62,1,1,1,0,1,1,AG2,
26372,디앤씨미디어,21.45,1.93,0.11,397.91,199245.72,96183936.8,2218268.93,1,1,1,1,1,0,AG2,
26375,펄어비스,66.32,5.5,0.34,192.44,2753020.87,961739851.21,77715494.64,1,1,1,1,1,0,AG2,
26377,유에스티,9.24,6.73,1.46,89.11,483727.44,82323294.95,6246251.23,1,1,1,1,1,0,AG2,
26380,데이타솔루션,-0.84,1.03,0.14,359.65,12980.3,34307158.11,926525.87,0,1,1,1,1,1,AG2,
26381,상신전자,-0.22,17.41,5.09,18.86,275575.64,53743297.15,16169794.66,0,1,1,1,1,1,AG2,
26386,지니언스,17.08,10.32,0.86,212.95,74704.42,61599012.86,8436291,1,1,1,1,1,0,AG2,
26392,휴엠앤씨,9.17,17.59,2.32,37.66,168962.1,44444514.96,11304358.13,1,1,1,1,1,0,AG2,
26445,유비쿼스,19.5,1.44,0.12,928.74,222453.23,195980191.6,3202094,1,1,1,1,1,0,AG2,
26466,씨앤지하이테크,-9.85,4,0.38,153.5,104365.31,139018000.68,7659948.66,0,1,1,1,1,1,AG2,
26485,이랜시스,9.36,3.79,0.42,276.42,184365.11,54856158.99,2629495.75,1,1,1,1,1,0,AG2,
26490,크라운제과,6.89,4.54,0.6,133.88,150106.33,227319575.34,16097086.67,1,1,1,1,1,0,AG2,
26552,AP시스템,10.13,17.42,2.31,40.09,2505606.15,373485912.88,119730356.79,1,1,1,1,1,0,AG2,
26556,영화테크,20.97,10.38,0.57,209.6,501012.64,101850047.66,13620758,1,1,1,1,1,0,AG2,
26574,엔에프씨,19.9,14.2,0.79,103.81,114087.26,67773071.6,13112545.22,1,1,1,1,1,0,AG2,
26725,HD현대,17.14,20.01,1.75,40,3093148678,31722929611,17040575467,1,1,1,1,1,0,AG2,
26726,HD현대일렉트릭,26.82,4.82,0.23,274.42,59950323.82,2083392717.27,259204247.33,1,1,1,1,1,0,AG2,
26727,HD건설기계,11.03,20.17,4.32,26.83,67048879,4829780094,1875320725,1,1,1,1,1,0,AG2,
26729,경동도시가스,4.93,1.82,0.27,368.91,215946.25,490547772.55,17136840.85,0,1,1,1,1,1,AG2,
26732,나인테크,9.94,29.61,-13.61,-20.43,1921634.08,102400954.37,54147138.8,1,1,1,0,1,1,AG2,
26779,배럴,8.71,32.43,3.36,22.76,611720.36,46220259.32,25477346.35,1,1,1,1,1,0,AG2,
26785,아시아나IDT,7.58,3.85,0.49,211.13,92723.33,171437829.34,8191141.59,1,1,1,1,1,0,AG2,
26798,매일유업,6.61,19.3,1.82,53.33,1257599.63,642198378.47,210619591.53,1,1,1,1,1,0,AG2,
26828,미원에스씨,18,6.2,0.4,249.01,1349945.93,459031080.31,36677639.87,1,1,1,1,1,0,AG2,
26962,시스웍,13.73,138.84,-31.19,-6.66,102772.08,-22771144.77,28648081.74,1,0,1,0,1,2,AG2,
27052,앱튼,-34.16,41.95,-6.5,-57.25,12004769.28,82291335.07,62226542.47,0,1,1,0,1,2,AG2,
27066,에브리봇,-14.96,30.75,-51.77,-30.78,1726860.07,61627622,32199674,0,1,1,0,1,2,AG2,
27087,뉴트리,1.53,8.06,-9.02,-11.4,1691188.45,106042315.72,11075075.27,0,1,1,0,1,2,AG2,
27156,오리온,22.49,0.72,0.05,1624.66,4782873,4009347043.67,34502677.03,1,1,1,1,1,0,AG2,
27183,팸텍,-51.5,17.12,-6.33,-25.24,94696.23,58883678.1,16099797.88,0,1,1,0,1,2,AG2,
27194,일진하이솔루스,0.1,0.3,,,11554.76,315045740.09,1038620.31,0,1,,,1,,AG3,재무정보 미제공
27198,제일약품,2.79,18.9,3.49,49.52,1205841.8,257451505.46,97375591.79,0,1,1,1,1,1,AG2,
27211,케이엔제이,21.52,45.87,3.81,37.9,2085754.3,103738629.12,115353668.66,1,1,1,1,1,0,AG2,
27221,한화시스템,9.74,18.34,6.9,19.86,25285274.9,5042789965.12,1984576362,1,1,1,1,1,0,AG2,
27229,이녹스첨단소재,24.08,24.8,2.82,26.04,9332657.31,543317349.69,265478917.67,1,1,1,1,1,0,AG2,
27245,진에어,20.41,38.2,5.85,16.51,8623371.67,245960987.65,528280901.76,1,1,1,1,1,0,AG2,
27255,삼양패키징,0.49,28.92,3.99,22.88,1508200.18,381533541.29,198575461.99,0,1,1,1,1,1,AG2,
27306,와이즈버즈,30.45,38.52,5.81,10.12,1826023.8,51151353.96,73224622.06,1,1,1,1,1,0,AG2,
27364,와이엠텍,12.13,30.37,0.01,39242.71,588907.54,61938583.59,32971832.28,1,1,1,1,1,0,AG2,
27440,이노시뮬레이션,-10.35,32.01,-40.54,-2.5,195856.31,29640901.38,17739991,0,1,1,0,1,2,AG2,
27563,에스에스알,-66.01,3.03,2.83,-162.85,11346.35,23624014.07,808367,0,1,1,0,1,2,AG2,
27604,스코넥,-208.72,21.8,-0.48,-723.02,1121565.36,12105480.51,5160433.55,0,1,1,0,1,2,AG2,
27673,한울앤제주,-45.78,62.36,-6.72,-46.35,1228106.79,12867282.43,35987034,0,0,1,0,1,3,AG3,score
27707,린드먼아시아,46.08,0,,,203.64,58057544.49,,1,1,,,1,,AG3,재무정보 미제공
27741,인산가,1.8,37.23,10.1,7.03,56642.61,64472885.4,43309538.2,0,1,0,0,1,3,AG3,score
27781,레인보우로보틱스,-13.77,0.3,-0.28,659.45,18150.3,132904272.86,422480.47,0,1,1,1,1,1,AG2,
27788,티에스아이,9,21.63,5.43,17.91,817778.18,132342096.78,70513340,1,1,1,1,1,0,AG2,
27828,천보,18.85,30.27,9.67,-13.84,12320466.74,479315208.01,254250183.96,1,1,1,0,1,1,AG2,
27847,에이피알,25.98,11.4,0.22,363.96,635192.74,506580289.85,108681829.79,1,1,1,1,1,0,AG2,
27865,HLB바이오스텝,-10.33,20.01,-7.93,-51.57,600046.68,107435973.3,30960246.66,0,1,1,0,1,2,AG2,
27957,케이뱅크,12.53,0,,,,2421125000,,1,1,,,,,AG3,재무정보 미제공
27960,미디어젠,-50.27,39.8,-6.25,-23.83,258335.51,13762124.84,15900015,0,1,1,0,1,2,AG2,
28036,롯데웰푸드,8.76,33.74,4.6,18.86,22182002.07,2312448531.49,1577306684.91,1,1,1,1,1,0,AG2,
28174,레이크머티리얼즈,23.24,56.38,7.38,12.52,2086399.36,140374729.16,209325918.58,1,0,1,1,1,1,AG2,
28182,케이씨텍,25.03,0.31,0.02,,28952.53,553189687.56,2016659.18,1,1,1,,1,,AG3,재무정보 미제공
28233,BGF리테일,8.11,0.56,0.02,100.07,11336857.48,1269629585.99,19640000,1,1,1,1,1,0,AG2,
28272,금양그린파워,-11.02,18.55,8.31,7.85,287941.86,87034639.17,30947435.66,0,1,1,0,1,2,AG2,
28288,코윈테크,2.1,22.18,-5.69,-8.15,2012795.67,259555803.82,97805345,0,1,1,0,1,2,AG2,
28462,카이노스메드,-273.07,1.92,-0.02,-470.73,2677.59,3414631.25,107923.64,0,1,1,0,1,2,AG2,
28474,쿠쿠홈시스,17.55,3.69,0.31,202.17,1033993.71,1300194526.2,60207600.73,1,1,1,1,1,0,AG2,
28513,SK케미칼,5.38,35.38,13.95,8.89,40094594.62,3129178251.77,2163157585.92,1,1,0,0,1,2,AG2,
28549,노바텍,7.57,0.3,0.08,5285.59,7122.99,150414449.69,550691.5,1,1,1,1,1,0,AG2,
28580,진영,5.01,39.53,75.48,-3.43,1184049.39,37246385.54,28550316.95,1,1,0,0,1,2,AG2,
28675,나노실리칸첨단소재,-54.48,24.44,-1.94,-53.48,519996.78,26011390.23,11875647.19,0,1,1,0,1,2,AG2,
28694,롯데이노베이트,8.99,20.77,1.79,36.69,2232176.49,447829451.1,175224301.82,1,1,1,1,1,0,AG2,
28784,인투셀,-1190.17,26.5,-1.06,-102.88,82021.92,21282068.87,10237966.84,0,1,1,0,1,2,AG2,
28818,케이피항공산업,10.09,51.54,7.2,13.13,542611,17669802,43844463,1,0,1,1,1,1,AG2,
28833,파라택시스코리아,-602.74,6.72,-0.38,-874.15,1481752,41596202.38,4287448,0,1,1,0,1,2,AG2,
28862,에스프리즘,-106.11,34.46,-1.98,-65.56,646492.37,42642821.71,29005331.19,0,1,1,0,1,2,AG2,
28898,모아데이타,-16.95,58.72,-23.63,-37.47,1166420.54,16918531.59,46923552.64,0,0,1,0,1,3,AG3,score
28901,아이스크림에듀,4.2,12.7,0.61,94.09,293883.79,43242620.23,8517568,0,1,1,1,1,1,AG2,
28908,SV인베스트먼트,-26.36,20.89,-3.35,-24.17,,68344602.08,19234175,0,1,1,0,,,AG3,재무정보 미제공
28922,자이언트스텝,-42.32,9.15,-0.44,-176.55,123637.72,48334232.64,5954105.28,0,1,1,0,1,2,AG2,
28993,웨이비스,-41.08,28.18,7.13,41.37,3433489.02,60669811.11,31589735.79,0,1,1,1,1,1,AG2,
29009,트윔,-47.31,0.29,-0.05,-665.2,280927.94,62454967.07,199730.76,0,1,1,0,1,2,AG2,
29012,DH오토리드,7.48,26.02,2.75,28.9,3442033.99,124560067.13,84904817.88,1,1,1,1,1,0,AG2,
29027,휴네시온,-27.65,0.29,0.03,3758.78,61357.45,48586724.27,158908.56,0,1,1,1,1,1,AG2,
29052,신도기연,-95.18,0.47,0.17,711.36,6680.83,59740123.96,299267.26,0,1,1,1,1,1,AG2,
29055,디케이티,10.85,18.43,1.56,75.66,1813600.22,222290992.27,64913580.72,1,1,1,1,1,0,AG2,
29056,파라택시스이더리움,-8.58,10.59,1.03,160.85,243171.12,32255602.36,4077064,0,1,1,1,1,1,AG2,
29065,엘앤씨바이오,26.71,18.73,4.6,-122.15,4382840.29,213217016.05,87493085.02,1,1,1,0,1,1,AG2,
29066,다이나믹솔루션,-86.12,18.12,-5.29,-74.04,3288171.58,54303144.04,14216711.06,0,1,1,0,1,2,AG2,
29067,대보마그네틱,-163.32,13.74,-0.8,-636.01,55762.92,16193107.22,6519738.18,0,1,1,0,1,2,AG2,
29069,소룩스,-35.75,31.59,-7.14,-26.74,1203331.3,84977997.64,48918527.92,0,1,1,0,1,2,AG2,
29072,푸드나무,-36.36,45.96,-4.74,4.81,861166.93,28965639.69,37012865,0,1,1,0,1,2,AG2,
29074,액트로,3.21,0.37,0.03,4702.27,560023.07,87994636.93,482523.8,0,1,1,1,1,1,AG2,
29123,엔피,-29.82,33.18,-12.13,-14.22,149170,26834098.57,15329832.86,0,1,1,0,1,2,AG2,
29165,압타머사이언스,-176.99,26.13,-1.99,-113.47,941304.8,26744291.45,12001387.31,0,1,1,0,1,2,AG2,
29181,핀텔,-20.48,2.88,-0.23,-551.91,4784.94,16582148.99,553553,0,1,1,0,1,2,AG2,
29348,하나제약,16.64,15.04,1.66,57.02,544067.45,319511711.49,66070558.19,1,1,1,1,1,0,AG2,
29349,카카오게임즈,-18.35,40.83,-175.52,-10.01,22550682.27,1097238950.58,1052739805.54,0,1,1,0,1,2,AG2,
29358,나우IB,6.49,24.74,-59.14,-1.11,1375,102769366.4,41900000,1,1,1,0,1,1,AG2,
29378,압타바이오,-625.45,8.67,-0.25,-312.94,1211256.58,40894883.6,4658576.19,0,1,1,0,1,2,AG2,
29414,레몬,-60.18,48.16,,,284433.36,6855138.47,11916747.73,0,1,,,1,,AG3,재무정보 미제공
29457,쿠콘,36.11,1.95,0.27,441.5,2056251.92,177968601.11,6505468,1,1,1,1,1,0,AG2,
29463,서남,-144.65,21.1,-1.03,-122.16,34323.96,8856538.75,3039856.16,0,1,1,0,1,2,AG2,
29487,IPARK현대산업개발,13.73,32.34,7.32,8.2,16529232.2,3206001100.83,2377900281.08,1,1,1,0,1,1,AG2,
29531,에이치브이엠,25.61,28.98,3.83,46.23,1699138.49,95598630.25,54061467.67,1,1,1,1,1,0,AG2,
29664,이노에이엑스,8.78,1.92,0.5,103.87,10919.62,33714163.79,761451.67,1,1,1,1,1,0,AG2,
29709,씨에스베어링,9.6,11.25,1.14,92.88,2081379.13,107343148.88,17521262.55,1,1,1,1,1,0,AG2,
29757,알로이스,22.03,41.9,,,948495.64,55949448.98,48826239.66,1,1,,,1,,AG3,재무정보 미제공
29789,HB솔루션,-3.41,13.56,19.28,89.28,14144835.73,258753182.62,44638016,0,1,0,1,1,2,AG2,
29800,효성화학,8.63,60.71,20.93,6.63,55584398.6,643226332.59,1606860632.67,1,0,0,0,1,3,AG3,score
29802,효성티앤씨,8.12,39.33,4.13,16.61,93362889.8,2050860965.93,2395885872.97,1,1,1,1,1,0,AG2,
29804,효성중공업,13,8.78,0.78,63.57,287099474.35,2538356347.86,690420377,1,1,1,1,1,0,AG2,
29805,HS효성첨단소재,11.21,63.16,7.16,10.16,38790968.77,914646117.85,2639780762,1,0,1,1,1,1,AG2,
29806,풍전약품,-5.2,13.06,,,215089.32,34236337.91,6659173.97,0,1,,,1,,AG3,재무정보 미제공
29838,에이비엘바이오,-123.57,18.61,-2.24,-41.55,1969370.43,183343287.4,55491527,0,1,1,0,1,2,AG2,
29854,더네이쳐홀딩스,6.09,27.34,6.69,11.41,3262831.46,384436600.41,182623963.16,1,1,1,1,1,0,AG2,
29869,에어부산,26.86,51.53,5.3,12.18,14465170.48,143844880.32,782939696.34,1,0,1,1,1,1,AG2,
29883,슈어소프트테크,2.99,13.89,1.29,51.89,646542.26,121267265.4,23395698,0,1,1,1,1,1,AG2,
29903,하나기술,-32.21,31.73,62.19,-3.37,2640125.64,96964907.15,117279490.53,0,1,0,0,1,3,AG3,score
29917,더블유에스아이,2.81,14.28,2.66,-12.98,123078.75,62606886.87,12429872.65,0,1,1,0,1,2,AG2,
29966,셀리드,-41.81,25.69,-3.63,-38.73,3222.27,72693130.43,29522692.47,0,1,1,0,1,2,AG2,
29990,위지윅스튜디오,-4.96,19.91,-21.77,-84.01,1706683.85,138402364.47,41429297.58,0,1,1,0,1,2,AG2,
30008,플리토,2.75,0.73,0.03,1247.34,28604.65,17466780.63,170761,0,1,1,1,1,1,AG2,
30012,라온피플,-6.75,23.68,-4.73,-28.79,2041352.33,59538580.27,32938616.44,0,1,1,0,1,2,AG2,
30072,한일시멘트,13.3,25.48,3.51,21.86,7315269.63,1808673904.45,761939395.63,1,1,1,1,1,0,AG2,
30130,바이브컴퍼니,-11.2,26.26,28.44,-81.36,1311013.2,39830506.34,15925959.07,0,1,0,0,1,3,AG3,score
30243,이노메트리,4.55,0.47,-0.36,210.02,113135.97,60986249.23,386736.41,0,1,1,1,1,1,AG2,
30244,SK바이오사이언스,-11.33,17.98,-9.33,1.49,13257426.08,2023602647.39,538000075.61,0,1,1,0,1,2,AG2,
30255,리메드,14.48,15.65,3.47,26.33,171302.26,39238405.77,8565574,1,1,1,1,1,0,AG2,
30303,지니틱스,-9.09,17.37,-0.53,-206.98,36360.72,14508155.28,4564249.54,0,1,1,0,1,2,AG2,
30336,프로티아,23.13,0.59,0.04,2368.93,2536.48,31686527.01,201133.24,1,1,1,1,1,0,AG2,
30353,이노뎁,-36.75,34.94,-113.23,0.9,312370.24,31500710.08,22425707,0,1,1,0,1,2,AG2,
30381,동국생명과학,15.41,17.55,1.98,36.51,1149561.06,133636956.99,39274229,1,1,1,1,1,0,AG2,
30410,솔트룩스,-44.02,13.45,-3.74,-67.38,601990.21,68738857.6,14552902.06,0,1,1,0,1,2,AG2,
30436,에스바이오메딕스,-52.26,35.07,-1.78,-29.68,202905.21,16714333.9,13149180.31,0,1,1,0,1,2,AG2,
30484,피플바이오,-230.17,27.62,-2.2,-124.78,636125.44,29766091.08,13106414.42,0,1,1,0,1,2,AG2,
30509,마이크로디지탈,-131.68,38.29,-3.62,-53.2,644075.12,23176011.5,23659424.02,0,1,1,0,1,2,AG2,
30604,에스제이그룹,-2.89,25.34,-9.98,-2.51,807203.65,113065194.52,51462602.21,0,1,1,0,1,2,AG2,
30620,세아제강,7.34,23.09,5.3,17.37,9137349.38,1131544303.01,443528969,1,1,1,1,1,0,AG2,
30662,지아이에스,-7.28,34.83,11.14,-0.49,1750474.82,44706192.93,58565807,0,1,0,0,1,3,AG3,score
30718,아이엘,6.79,51.85,-17.27,-6.85,1436747.45,35934864,84031322.97,1,0,1,0,1,2,AG2,
30728,원바이오젠,27.17,4.91,0.24,514.41,15848.39,41964257.2,2439915.35,1,1,1,1,1,0,AG2,
30775,국전,11.5,21.29,7.69,-6.11,6049421.67,107870765.93,40189187.05,1,1,1,0,1,1,AG2,
30787,비투엔,-49.86,21.6,-2.56,-66.85,606606.45,31013433.2,12966117.02,0,1,1,0,1,2,AG2,
30793,컴퍼니케이,71.8,0,,,9439.97,83714362.33,,1,1,,,1,,AG3,재무정보 미제공
30795,현대오토에버,7.56,5.95,0.47,172.98,2945740,1850605781,204791141,1,1,1,1,1,0,AG2,
30808,바이젠셀,-644.78,14.76,-0.52,-177.1,53935,41133063.57,7420264.34,0,1,1,0,1,2,AG2,
30810,형지글로벌,12.22,21.17,-4.11,-115.45,401167.72,65229170.38,28823866.55,1,1,1,0,1,1,AG2,
30817,씨티알모빌리티,3.61,55.49,9.91,5.74,2461264.55,85293137.09,194760926.02,0,0,1,0,1,3,AG3,score
30843,셀비온,-349.16,25.71,-1.02,-139.18,94849.91,20572236.25,8326970,0,1,1,0,1,2,AG2,
30971,아이티켐,-5.15,47.88,-123.36,-19.6,2170343.57,61067542.97,109299731.8,0,1,1,0,1,2,AG2,
30993,조이웍스앤코,20.14,35.32,-23.57,-90.23,731588.75,21315455.32,20041316.16,1,1,1,0,1,1,AG2,
30996,LB인베스트먼트,16.17,0,,,301.48,123550680.93,,1,1,,,1,,AG3,재무정보 미제공
31020,애니플러스,37.05,23.19,1.08,71.8,2235951.23,131023934.2,56849702.65,1,1,1,1,1,0,AG2,
31021,보로노이,-71127.98,22.44,-0.59,-266.57,2716271.31,91850148.43,35621282.27,0,1,1,0,1,2,AG2,
31087,디와이씨,12.09,37.56,4.85,24.36,459079.78,56225895.06,53501472.78,1,1,1,1,1,0,AG2,
