code,name,EBITDA마진율(%),차입금의존도(%),차입금/EBITDA(TTM)(배),현금흐름(TTM)/차입금(%),금융비용(천원),자본총계(천원),이자발생부채(천원),C>=5,D<=50,E<=10,F>=10,G/H<=0.75,score,internal_rating,ag3_reason
00484,DRB동일,6.97,32.97,5.3,13.72,8558981.54,542921794.97,329175079.42,1,1,1,1,1,0,AG2,
00487,티웨이홀딩스,-30.17,12.28,-4.06,,36678991.05,57756027.86,10107848.37,0,1,1,,1,,AG3,재무정보 미제공
00489,동일산업,4.66,2.05,2.15,8.3,2234434.17,413036064.13,9606994.9,0,1,1,0,1,2,AG2,
00491,조광페인트,-8.91,37.66,-13.91,-1.36,1972220.24,206016999.24,164963915.68,0,1,1,0,1,2,AG2,
00492,씨아이테크,-18.49,18.94,5.45,75.85,192184.1,78894107.85,20676402.54,0,1,1,1,1,1,AG2,
00496,한신공영,8.23,32.88,10.13,8.96,12832391.54,852904539.04,734832348.15,1,1,0,0,1,2,AG2,
00497,신라교역,12.1,5.75,2.31,50.94,307794.84,608171714.26,41301402,1,1,1,1,1,0,AG2,
00498,성신양회,4.87,35.88,4.81,16.22,10751572.05,587583411.89,479912898.41,0,1,1,1,1,1,AG2,
00499,롯데지주,7.99,40.46,7.87,3.98,132049355.08,9578543239.01,9320913254,1,1,1,0,1,1,AG2,
00501,휴스틸,1.03,11.06,7.53,2.9,2492850.13,1088717481.93,154614158.16,0,1,1,0,1,2,AG2,
00503,부산주공,3.35,54.96,18.57,5.82,1831486.74,23947799.66,121857157.27,0,0,0,0,1,4,AG3,score
00507,코스모신소재,3.75,24.27,11.69,4.71,14878414.99,538382183.14,196643125.39,0,1,0,0,1,3,AG3,score
00509,SGC에너지,10.84,60.31,9.15,1.35,32520833.23,747227174.14,2040319542.51,1,0,1,0,1,2,AG2,
00511,한창,-208.68,47.58,-3.54,240.16,245353.77,3785327.4,23665471.37,0,1,1,1,1,1,AG2,
00516,동국산업,0.65,35.18,21.36,-1.65,11643478.77,453181085.21,313692170.16,0,1,0,0,1,3,AG3,score
00518,빙그레,8.92,11.33,0.82,107.04,1288559.39,728052658.53,121274176.01,1,1,1,1,1,0,AG2,
00525,녹십자홀딩스,5.82,39.4,10.64,1.22,33358465.36,1719289162.85,1622525990.91,1,1,0,0,1,2,AG2,
00529,동진쎄미켐,25.36,31.71,2.52,26.79,4868848.89,1145750974.97,682090200.49,1,1,1,1,1,0,AG2,
00530,롯데칠성,11.74,38.24,4.16,17,19855911.97,1610415047.14,1632570422.15,1,1,1,1,1,0,AG2,
00532,온타이드,-7.51,22.58,-6.39,-29.86,3728582.08,101867534.6,38484596.58,0,1,1,0,1,2,AG2,
00536,모나미,-1.48,48.5,25.18,-1.92,980755,77737786.56,90191085.2,0,1,0,0,1,3,AG3,score
00538,현대차,8.33,48.05,10.71,9.2,351343000,132226735000,184417622000,1,1,0,0,1,2,AG2,
00542,코스모화학,7.11,35.98,34.88,-0.9,19819570.96,629201595.73,457650314.24,1,1,0,0,1,2,AG2,
00543,한국공항,15.27,7.5,0.3,284.6,451458.61,417555247.08,42134099.91,1,1,1,1,1,0,AG2,
00544,현대지에프홀딩스,8.87,9.83,1.76,86.59,12921321,7387472571,1064065291,1,1,1,1,1,0,AG2,
00549,POSCO홀딩스,9.85,29.24,4.98,16.44,1592555106.24,63393155104.64,31676696148,1,1,1,1,1,0,AG2,
00550,삼진제약,13.24,26.52,2.59,35.01,1525246.51,277593473.32,119984421.13,1,1,1,1,1,0,AG2,
00561,삼립,2.37,30.49,2.68,30.31,2891277.01,468901331.29,360706451,0,1,1,1,1,1,AG2,
00567,푸드웰,10.36,29.32,2.25,37.32,581530.02,120109494.22,73680687,1,1,1,1,1,0,AG2,
00568,삼영전자,9.32,0.02,0.01,6031.03,1113.68,546096403.5,121596.52,1,1,1,1,1,0,AG2,
00569,파미셀,37.8,12.3,0.49,426.88,190952.15,132783510.14,20684302.66,1,1,1,1,1,0,AG2,
00571,대원산업,6.27,1.58,0.16,641.49,86599.44,600304828.63,12397769.5,1,1,1,1,1,0,AG2,
00572,넥센,14.33,29.72,3.18,28.15,41544842.23,2734521843.47,1718766013.36,1,1,1,1,1,0,AG2,
00574,크라운해태홀딩스,10.03,22.14,2.66,28.33,2782964.9,610912151.68,264730139.53,1,1,1,1,1,0,AG2,
00575,대림바스,10.16,21.53,2.86,26.23,783474,180117401.61,75958815.29,1,1,1,1,1,0,AG2,
00580,신영와코루,2.51,1.22,0.93,219.03,74188.23,388044434.78,5240659,0,1,1,1,1,1,AG2,
00581,풍산홀딩스,32.11,7.43,1.29,103.04,1029608.84,1191115638.96,103655297.17,1,1,1,1,1,0,AG2,
00582,원림,8.22,4.33,1.29,85.57,322314.29,158964588.87,8396077.16,1,1,1,1,1,0,AG2,
00583,DB손해보험,6.27,2.37,0.7,158.56,14095000,11637146000,1765108000,1,1,1,1,1,0,AG2,
00585,에스엘,13.49,7.85,0.54,153.39,3946435.97,2688443181.12,342722151.25,1,1,1,1,1,0,AG2,
00586,한일사료,1.81,9.51,1.92,43.68,253046.97,163404144.53,19179289.26,0,1,1,1,1,1,AG2,
00587,휴니드,-10.9,39.46,-16.88,-6.27,1271654.56,160451841.52,135047887.82,0,1,1,0,1,2,AG2,
00588,대한해운,26.8,35.48,4.37,17.51,20506160.54,2602879393.87,1539961855.12,1,1,1,1,1,0,AG2,
00593,삼성전자,51.99,4.44,0.28,413.44,4858242000,486635976000,28138794000,1,1,1,1,1,0,AG2,
00594,NH투자증권,7.92,26.54,17.59,5.16,,9964982000,26292866000,1,1,0,0,,,AG3,재무정보 미제공
00595,이수화학,4.96,38.35,14.46,-3.64,22338453,391515614,396729463,0,1,0,0,1,3,AG3,score
00596,동부건설,3.26,27.54,9.01,12.98,4411048.11,562834053.79,476392351.22,0,1,1,1,1,1,AG2,
00599,매일홀딩스,7.07,19.43,1.82,59.64,2102133,867212183.31,280125019.32,1,1,1,1,1,0,AG2,
00604,동원산업,8.85,34.74,3.36,26.34,25761527.84,3853190233.01,2772343475.83,1,1,1,1,1,0,AG2,
00605,국영지앤엠,-12.73,14.94,27.96,20.27,53740.38,53211298.68,10931940.71,0,1,0,1,1,2,AG2,
00606,화승인더,7.37,50.4,4.71,11.57,13984543.42,563133548.34,863182912.39,1,0,1,1,1,1,AG2,
00609,사조오양,8.62,29.27,5.06,18.48,1239571.56,249483766.16,128786488.23,1,1,1,1,1,0,AG2,
00611,삼아알미늄,-0.74,43.73,-127.98,-5.18,847771.14,221124680.12,211389500.44,0,1,1,0,1,2,AG2,
00612,SK디스커버리,10.08,46.32,8.26,9.67,509202878.17,7037129414.23,8239320012.36,1,1,1,0,1,1,AG2,
00614,피제이전자,5.85,14.27,2.32,47.15,236595.93,140249879.65,30149630,1,1,1,1,1,0,AG2,
00620,한국전자홀딩스,3.55,12.48,10.56,0.21,651515.16,379161719.27,65328426.01,0,1,0,0,1,3,AG3,score
00622,제주은행,8.08,6.71,15.82,7.09,,642102000,561310000,1,1,0,0,,,AG3,재무정보 미제공
00626,LS,6.47,43.13,6.4,10.79,112282000,7752113000,11912808000,1,1,1,1,1,0,AG2,
00628,녹십자,7.91,32.94,6.26,6.4,22517262.64,1308971102.75,914327024.22,1,1,1,0,1,1,AG2,
00634,대원전선,8.71,10.46,1.59,74.85,575623.75,167599511.52,38660316.45,1,1,1,1,1,0,AG2,
00636,GS건설,5.57,34.71,9.51,5.31,200522000,5597238000,6435746000,1,1,1,0,1,1,AG2,
00637,대구백화점,-17.13,61.67,-30.04,-10.65,4421012.52,130060878.72,255659618.79,0,0,1,0,1,3,AG3,score
00638,카프로,-40.69,51.89,-5.81,-25.16,3120532.4,70310569.57,125539306,0,0,1,0,1,3,AG3,score
00640,삼성SDI,9.72,26.59,104.97,13.31,395588055.44,24909922230.11,11833014566.23,1,1,0,1,1,1,AG2,
00649,인스코비,-4.05,33.44,3.66,-184.8,504726.05,16559752.59,20004414,0,1,1,0,1,2,AG2,
00657,대림통상,0.9,55.54,-16.19,-15.43,1311334.33,35772635.77,86781249.4,0,0,1,0,1,3,AG3,score
00662,동구바이오제약,6.46,37.73,7.36,52.56,1010791.26,148602044.28,128106824.16,1,1,1,1,1,0,AG2,
00665,대한유화,13.03,11.13,1.07,110.63,8203010.28,2131189921.29,319367226.02,1,1,1,1,1,0,AG2,
00666,삼성공조,8.68,0.39,0.22,586.44,898481.03,297510454.23,1333813.09,1,1,1,1,1,0,AG2,
00673,서부T&D,32.55,42.23,14.89,11.14,9525819.3,1384414004.88,1373918792.67,1,1,0,1,1,1,AG2,
00674,블루산업개발,3.13,42.66,-6.42,-29.74,1594321.09,81043813.1,71281096.05,0,1,1,0,1,2,AG2,
00680,미래에셋증권,9.87,25.96,19.25,4.6,,14349461000,44098538000,1,1,0,0,,,AG3,재무정보 미제공
00684,AK홀딩스,13.96,53.91,14.46,7.42,42410927.93,1007356459,3083179630.42,1,0,0,0,1,3,AG3,score
00688,신송홀딩스,8.03,42.36,7.83,8.16,1207067.66,110613981.66,111345375.76,1,1,1,0,1,1,AG2,
00689,태경케미컬,0.05,17.96,13.91,26.74,564399.92,171647647.5,40350877.41,0,1,0,1,1,2,AG2,
00691,보성파워텍,15.28,0,0,24294.08,157846.71,114630135.08,55458.52,1,1,1,1,1,0,AG2,
00692,모헨즈,-2.82,1.88,-1.21,-119.32,0.07,37681336.35,1111627.09,0,1,1,0,1,2,AG2,
00698,우성,3.18,33.57,4.52,18.52,7082895.89,206488244.95,154316817.28,0,1,1,1,1,1,AG2,
00707,GS리테일,8.34,35.44,2.51,28.72,24380359.92,3269577921.33,2616396391.39,1,1,1,1,1,0,AG2,
00711,일신석재,3.74,15.99,7.33,6.07,142397.56,58692575.98,14719896.97,0,1,1,0,1,2,AG2,
00712,미래아이앤지,40.22,22.59,2.18,7.87,283854,49508770.41,16125790.28,1,1,1,0,1,1,AG2,
00716,사조산업,7.89,34.05,6.88,-5.28,4280183.98,631168696.34,439500758.65,1,1,1,0,1,1,AG2,
00721,벽산,8.72,29.01,3.45,31.43,3882992.98,374003252.42,199281172.83,1,1,1,1,1,0,AG2,
00728,한국특강,0.27,44.71,11.19,7.85,3987566.37,205572664.22,252529566,0,1,0,0,1,3,AG3,score
00731,오뚜기,10.93,23.1,2.36,30.58,7703021.16,2223743920.33,855889169.09,1,1,1,1,1,0,AG2,
00733,푸른저축은행,-13.26,0,,,,320052278.34,,0,1,,,,,AG3,재무정보 미제공
00734,DN오토모티브,16.81,34.53,3.37,20.05,27460894,2581512601,2232641109,1,1,1,1,1,0,AG2,
00737,진양제약,12.35,28.13,17,32.06,883995.83,159978433.04,76371135.98,1,1,0,1,1,1,AG2,
00739,네이처셀,-19.67,22.6,-13.89,-8.31,160083.13,63085860.56,19605641.96,0,1,1,0,1,2,AG2,
00746,에이프로젠,-40.44,26.86,-2.61,-77.58,4410600.77,430818838.62,187094554.21,0,1,1,0,1,2,AG2,
00753,와이엠,6.89,39.83,5.89,14.49,1516859,53749084.15,60091836.49,1,1,1,1,1,0,AG2,
00754,샘표,12.85,11.05,0.97,80.87,658255.39,368709837.24,54549401.1,1,1,1,1,1,0,AG2,
00757,일양약품,-8.14,24.2,44.46,25.2,916936.92,257529812.99,112645693.48,0,1,0,1,1,2,AG2,
00759,동방아그로,17.45,2.76,0.5,222.75,1341626.06,182869540.61,7372877.13,1,1,1,1,1,0,AG2,
00761,선도전기,-6.88,37.28,10.92,24.17,373408.5,35670784.32,27487187,0,1,0,1,1,2,AG2,
00766,이수페타시스,22.43,17.95,0.95,83.92,19525357.57,797083420.08,242677815,1,1,1,1,1,0,AG2,
00768,대원,1.75,33.79,-13.57,-3,1069460.48,280963658.93,178514124.74,0,1,1,0,1,2,AG2,
00769,국도화학,5.9,37.06,5.4,13.77,32277755.65,878549310.84,723497441.61,1,1,1,1,1,0,AG2,
00770,F&F홀딩스,31.69,6.55,0.51,183.97,7549362.81,3729831288.34,294488431.61,1,1,1,1,1,0,AG2,
00772,소노스퀘어,-0.58,1.85,0.33,2.41,707025.93,54678804.83,1294458.31,0,1,1,0,1,2,AG2,
00777,한일화학,1.36,23.46,-6.82,-45.37,488767.38,85776932.95,30720102.92,0,1,1,0,1,2,AG2,
00781,코리아써키트,10.07,22.61,2.61,39.27,3981670.67,845783011.23,330275195.98,1,1,1,1,1,0,AG2,
00782,엠엑스로보틱스,-0.28,28.9,-5,-21.35,370450.06,53144459.84,34915315.06,0,1,1,0,1,2,AG2,
00786,서연,8.16,23.46,2.24,34.23,21586139.32,1720488816.09,933070381.3,1,1,1,1,1,0,AG2,
00798,TP,7.98,43.97,4.53,16.53,12114250.76,297211068.04,368864872.28,1,1,1,1,1,0,AG2,
00804,사조동아원,3.96,24.99,2.33,-95.6,1128370.6,127713869.67,119541314.66,0,1,1,0,1,2,AG2,
00806,대덕,18.72,1.25,0.5,282.41,9830738.31,1435441268.81,22856327.45,1,1,1,1,1,0,AG2,
00825,이건산업,7.6,33.17,10.91,1.47,2627914.48,192467154.49,133279623.24,1,1,0,0,1,2,AG2,
00826,NI스틸,20.15,40.16,3.91,23.95,44859.98,271544180.8,219289150.95,1,1,1,1,1,0,AG2,
00829,원풍물산,-15.81,6.99,-0.2,-800.66,44386.2,14613689.24,1328230,0,1,1,0,1,2,AG2,
0082N,카나프테라퓨틱스,-6711.91,0.44,,,6118.81,49499515.79,226982.42,0,1,,,1,,AG3,재무정보 미제공
00835,남선알미늄,-0.95,11.46,35.86,30.7,541866.34,286602568.78,52751229,0,1,0,1,1,2,AG2,
00837,원풍,16.07,0,,,83155,93699183.11,,1,1,,,1,,AG3,재무정보 미제공
00842,문배철강,0.97,7.41,32.29,39.48,19737.31,195311213.87,17423921.67,0,1,0,1,1,2,AG2,
00847,부스타,-2.22,1.72,0.64,171.53,75091.1,80026900.86,1738926.56,0,1,1,1,1,1,AG2,
00849,서흥,15.76,41.15,4.79,19.84,5114134.98,556403076.62,447552127.73,1,1,1,1,1,0,AG2,
00850,일정실업,5.42,23.8,5.03,116.58,152087.58,19378846.3,8082191,1,1,1,1,1,0,AG2,
00860,윌비스,-1.17,64.32,-17.08,-15.19,4990331.21,41434191.43,170646636.09,0,0,1,0,1,3,AG3,score
00870,아남전자,-10.16,18.82,2.98,36.97,358270,136364809,42049776,0,1,1,1,1,1,AG2,
00873,율촌화학,5.92,41.76,8.8,10.18,2169222.86,287698836.98,283977685.72,1,1,1,1,1,0,AG2,
00877,호텔신라,5.06,44.53,10.91,-1.92,13021332.92,1114691131.43,1499198318,1,1,0,0,1,2,AG2,
00883,대동기어,1.43,42.74,19.62,3.71,1111205.74,76613112.4,128703403.66,0,1,0,0,1,3,AG3,score
00887,금비,7.29,39.4,7.17,13.19,1171226.75,139462288.81,118415282.34,1,1,1,1,1,0,AG2,
0088M,메쥬,26.79,6.69,,,32913.87,39389695.72,2914162.03,1,1,,,1,,AG3,재무정보 미제공
00893,한미사이언스,9.55,12.59,4.51,57.59,2807453.99,1000078530.23,188202766,1,1,1,1,1,0,AG2,
00897,KBI동양철관,8.56,21.78,10.57,6.29,5319663.59,143362677.25,54849530,1,1,0,0,1,2,AG2,
00914,경인전자,7.25,0.1,0.06,4796.73,2133.06,82953127.62,92986.14,1,1,1,1,1,0,AG2,
00915,삼성전기,16.26,17.46,1.24,84.62,29302473.48,10091093028.7,2734659352.85,1,1,1,1,1,0,AG2,
00918,한솔로지스틱스,5.22,16.82,0.94,75.28,1000858.87,145535035.09,48860851.67,1,1,1,1,1,0,AG2,
00919,대양금속,3.32,16.83,,,457828.1,100949548.17,26822851.58,0,1,,,1,,AG3,재무정보 미제공
00920,무림페이퍼,6.99,60.66,18.77,3.64,26777278.84,678493530.16,1574884063.72,1,0,0,0,1,3,AG3,score
00924,한샘,6.71,25.04,2.62,62.04,3916583.29,402969544.91,238573570.61,1,1,1,1,1,0,AG2,
00927,신원,3.73,43.78,8.32,5.24,6425734.64,229431273.07,299280887.32,0,1,1,0,1,2,AG2,
00929,광동제약,3.2,22.85,6.18,13.37,5336649,712312905.96,301191210,0,1,1,1,1,1,AG2,
00930,삼아제약,14.89,2.18,0.52,163.44,73775.47,225892529.46,5408802.56,1,1,1,1,1,0,AG2,
00931,참엔지니어링,25.12,2.77,2.91,-3.49,1712068.18,85362522.5,23154280.65,1,1,1,0,1,1,AG2,
00932,아진전자부품,7.02,41.34,3.55,24.89,598012.29,34248311.96,49139464,1,1,1,1,1,0,AG2,
00941,태영건설,5.28,33.34,24.88,6.73,32375412.78,645298006.58,1266927725,1,1,0,0,1,2,AG2,
00942,한올바이오파마,4.18,18.13,11.58,-6.89,1008031.52,162357295.31,44196443.53,0,1,0,0,1,3,AG3,score
00944,KC그린홀딩스,-0.08,12.41,4.17,-86.88,657411.46,114906513.12,21294747.35,0,1,1,0,1,2,AG2,
00945,경동나비엔,18.18,22.65,1.81,49.49,9107282.63,823085198.8,362245419.31,1,1,1,1,1,0,AG2,
00946,한창제지,2.57,43.31,29.92,-1.94,2761707.37,134435539.78,146559862.93,0,1,0,0,1,3,AG3,score
00947,삼화전기,7.99,4.45,0.39,186.18,2934889.45,125228602.11,8402707.99,1,1,1,1,1,0,AG2,
00952,포스코엠텍,3.17,0.28,0.06,1551.99,60999.56,116073355.19,429258,0,1,1,1,1,1,AG2,
00954,HD한국조선해양,18.57,3.58,0.33,206.75,2229310992,17316556685,1512483838,1,1,1,1,1,0,AG2,
00958,무림P&P,5.95,57.74,28.98,2.86,16621350.27,588720399.78,1049472098.98,1,0,0,0,1,3,AG3,score
00962,삼보산업,11.48,65.65,9.5,4.53,6958769.12,27146977.78,217077015.04,1,0,1,0,1,2,AG2,
00968,모토닉,8.57,0.11,0.03,4099.59,597894.92,471719099.6,591725.16,1,1,1,1,1,0,AG2,
00973,이렘,-8.24,43.61,-4.51,-26.81,554405.19,42482838.51,42660371.48,0,1,1,0,1,2,AG2,
00977,삼정펄프,-0.33,0.16,0.45,2094.31,23908393.22,268573739.65,487759.57,0,1,1,1,1,1,AG2,
00978,엠에스씨,20.21,19.12,1.49,55.76,671529.13,193800155.7,54354383.66,1,1,1,1,1,0,AG2,
00981,플레이그램,6.87,15.35,4.42,13.45,3632303.43,187628013.73,45160815.51,1,1,1,1,1,0,AG2,
00983,한화솔루션,7.92,45.94,36.45,1.19,150325000,11997732000,16046582000,1,1,0,0,1,2,AG2,
00990,명신산업,8.8,26.52,2.59,40.81,12516505.49,818845764.51,404948858.18,1,1,1,1,1,0,AG2,
00997,영원무역홀딩스,17.67,7.15,0.56,166.23,5143801.68,5466237089.42,516527719.89,1,1,1,1,1,0,AG2,
01004,한국내화,2.34,11.96,2.41,-24.13,662328.28,178395706.52,33979092.29,0,1,1,0,1,2,AG2,
01006,OCI홀딩스,8.6,24.42,10.44,4.95,32767019,4895595650,2002127051,1,1,0,0,1,2,AG2,
01010,한국무브넥스,4.73,21.99,3.19,30.5,3279435.38,452859271.46,248236206.05,0,1,1,1,1,1,AG2,
01013,고려아연,13.95,29.98,3.74,20.72,245797601.94,11459197821.38,6445039705.96,1,1,1,1,1,0,AG2,
01014,삼성중공업,11.72,8.79,2.01,28.03,356049069.91,4455492782.21,1457062996.7,1,1,1,1,1,0,AG2,
01017,대한광통신,-7.43,35.63,-7.06,-19.12,1672036.74,115997400.05,89557892.29,0,1,1,0,1,2,AG2,
01024,흥국,14.87,0.63,0.05,682.2,1439709.49,122789866.07,930523.83,1,1,1,1,1,0,AG2,
01028,아이티센엔텍,5.18,14.04,1.24,91.56,647711.15,109752933.19,42836604,1,1,1,1,1,0,AG2,
01040,우진아이엔에스,-3.98,0.85,0.12,1096.14,364810.86,77907719.04,891399.29,0,1,1,1,1,1,AG2,
01047,오리콤,8.52,0.96,0.21,539.19,57804.41,130184728.01,2326679.51,1,1,1,1,1,0,AG2,
01058,에스엠벡셀,3.96,4.26,0.88,104.9,94960.49,70572050.26,4244496.48,0,1,1,1,1,1,AG2,
01064,진양폴리,5.46,39.97,10.77,10.02,17753.28,43989075.59,36406387.5,1,1,0,1,1,1,AG2,
01066,화천기계,2.57,1.73,0.45,649.04,21550.68,142577612.91,3160833.91,0,1,1,1,1,1,AG2,
01069,화신,6.92,43.14,4.26,21.62,14532867.66,604893818.35,752437087.11,1,1,1,1,1,0,AG2,
01077,평화홀딩스,6.94,35.93,3.98,28.56,3697146.57,178030970.65,223471915.78,1,1,1,1,1,0,AG2,
01078,아이에스동서,29.48,39.85,12.62,-1.68,22522961.54,1565472558.02,1379322494.13,1,1,0,0,1,2,AG2,
01082,퍼스텍,3.92,0.13,0.03,2936.75,1112443.64,82704569.37,495633.48,0,1,1,1,1,1,AG2,
01096,삼호개발,1.89,2.93,0.77,224.34,166250.69,239650336.93,10523147.31,0,1,1,1,1,1,AG2,
01100,진원생명과학,-78.87,26.01,-1.28,-112.03,211984.76,51154837.72,34151977.06,0,1,1,0,1,2,AG2,
01104,경동제약,7.17,8.26,2.06,49.83,984235.32,229596001.69,25536320.26,1,1,1,1,1,0,AG2,
01107,LG이노텍,9.66,18.58,1.14,67.88,38502000,6080881000,2196819000,1,1,1,1,1,0,AG2,
01109,에넥스,-6.15,25.81,-15.97,-11.62,304946.97,38151782.6,30616839.32,0,1,1,0,1,2,AG2,
01115,CJ씨푸드,0.12,24.25,6.42,24.39,1482588.68,87368367,43461180.18,0,1,1,1,1,1,AG2,
01117,롯데케미칼,8.27,32.39,32.56,-12.26,217282040.92,18120829674.55,10331703542.65,1,1,0,0,1,2,AG2,
01120,HMM,22.04,15.86,2.01,62.63,81034000,27780731000,5722513000,1,1,1,1,1,0,AG2,
01121,현대위아,5.55,17.64,2.63,26.21,11005000,4147147000,1273562000,1,1,1,1,1,0,AG2,
01123,삼화전자,-26.31,40.96,-5.19,-23.2,292381.87,22343267.17,31511565,0,1,1,0,1,2,AG2,
01128,태림포장,2.59,41.02,10.33,8.18,2880776,318507455,285998329,0,1,0,0,1,3,AG3,score
01130,우성머티리얼스,-25.25,47.63,-12.73,-15.57,880013.44,30613447.88,47088450.36,0,1,1,0,1,2,AG2,
01132,유니크,8.02,25.24,2.31,40.23,614820.17,141030821.4,80506566,1,1,1,1,1,0,AG2,
01133,유니켐,0.97,35.52,,,1961833.47,126319829.6,82385264.72,0,1,,,1,,AG3,재무정보 미제공
01137,서한,6.41,39.84,9.15,4.03,4933724.64,531026773.41,500693391.23,1,1,1,0,1,1,AG2,
01139,부산산업,7.83,33.55,23.12,0.97,1058974.57,166321900.63,108724707.71,1,1,0,0,1,2,AG2,
01142,갤럭시아에스엠,8.15,2.7,0.35,360.63,21594.91,67329318.08,2020344.68,1,1,1,1,1,0,AG2,
01150,한농화성,10.18,14.44,2.06,45.1,281134.85,177086503.57,35690471.82,1,1,1,1,1,0,AG2,
01156,세보엠이씨,7.35,2.65,0.23,429.92,159284.19,284694898.62,12231270,1,1,1,1,1,0,AG2,
01169,와이투솔루션,2.16,19.14,,,2509203.08,99134725.51,35041494.76,0,1,,,1,,AG3,재무정보 미제공
01170,한신기계,-18.62,19.53,-43.9,2.55,1617872.13,85339129.5,22789416.44,0,1,1,0,1,2,AG2,
01176,현대코퍼레이션,2.46,37.39,5.62,14.77,20933803.61,723875663.04,1040010894.64,0,1,1,1,1,1,AG2,
01178,금호석유화학,7.89,10.47,1.71,62.3,17188585.34,6417091939.41,917773625.82,1,1,1,1,1,0,AG2,
0117P,피스피스스튜디오,14.44,15.76,,,184282.36,116047683.81,22835362.25,1,1,,,1,,AG3,재무정보 미제공
01181,STX,-14.07,73.7,-5.78,-49.52,21400000,-93807000,321778000,0,0,1,0,1,3,AG3,score
01193,신성이엔지,0.68,35.04,15.92,2.06,2840316.31,226727094.17,228869638,0,1,0,0,1,3,AG3,score
01203,DB,11.83,33.92,7.82,15.06,7372168.5,495651769.52,349182226.67,1,1,1,1,1,0,AG2,
0120G,삼양바이오팜,4.45,25.49,,,1232855.67,237295987.36,90073600.67,0,1,,,1,,AG3,재무정보 미제공
01216,영흥,1.96,34.64,679.18,-27.77,2248643.75,163843905.28,134967336.38,0,1,0,0,1,3,AG3,score
01217,아센디오,-14.81,1.54,-0.11,-2418.13,7168.47,18533925.57,340724,0,1,1,0,1,2,AG2,
01220,계양전기,-1.41,42.3,-4.01,-43.37,1335311.62,22304464.33,99552372.02,0,1,1,0,1,2,AG2,
01221,삼미금속,12.11,36.71,11.57,,673852.81,94068405.66,74404019.04,1,1,0,,1,,AG3,재무정보 미제공
01228,영화금속,5.51,35,3.66,18.03,983214.48,82288077.57,82108442.71,1,1,1,1,1,0,AG2,
01232,경동인베스트,9.98,4.95,0.84,105.91,267653.63,500968912.51,30921549.46,1,1,1,1,1,0,AG2,
01233,현대모비스,7.23,5.16,0.81,133.82,87058000,50647933000,3813207000,1,1,1,1,1,0,AG2,
01234,뉴인텍,0.11,31.52,-27.68,-23.42,430758.21,16883548.56,23762909.41,0,1,1,0,1,2,AG2,
01251,더존비즈온,38.13,25.98,1.8,43.34,3588010.21,630745857.69,298274651.32,1,1,1,1,1,0,AG2,
01261,경인양행,11.63,40.78,5.22,15.32,2217517.36,267652895.27,224225175.82,1,1,1,1,1,0,AG2,
01262,원일특강,3.28,27.52,5.34,14.57,1132905.13,167040302.8,80222084,0,1,1,1,1,1,AG2,
01269,모나리자,4.94,0.72,0.14,785.67,8966.18,85935607.55,752342.99,0,1,1,1,1,1,AG2,
0126Z,삼성에피스홀딩스,42.07,9.23,,,55312322.52,6006288371.58,743201458.34,1,1,,,1,,AG3,재무정보 미제공
01270,리드코프,2.74,57.05,49.31,4,1082549.03,459443061.2,659434312.76,0,0,0,0,1,4,AG3,score
01275,에스원,9.59,2.31,0.14,630.02,615822.62,1672151106.39,56292874.92,1,1,1,1,1,0,AG2,
01279,신일제약,6.37,0.15,0.02,4023.34,55611.3,153785824.97,248640.45,1,1,1,1,1,0,AG2,
01280,대창,6.04,51.03,7.83,2.67,34076769.47,324017724.46,493404046.85,1,0,1,0,1,2,AG2,
01286,모베이스전자,6.58,33.58,3.93,21.54,7375836.04,258412333.13,278428167.61,1,1,1,1,1,0,AG2,
01300,세우글로벌,8.62,0.01,0.01,18308.04,31447.61,55867812.22,3012.07,1,1,1,1,1,0,AG2,
01303,하이록코리아,28.97,0,,,101395.17,462986953.23,,1,1,,,1,,AG3,재무정보 미제공
01312,동원개발,8.19,17.56,12.24,15.52,127659.43,1053263409.87,261261897,1,1,0,1,1,1,AG2,
01331,아진산업,17.56,61.9,6.82,12.58,10835503.13,370407149.17,992892687.76,1,0,1,1,1,1,AG2,
01336,일성건설,3.26,33.89,7.52,6.86,3964051.32,73307286.81,132869465.67,0,1,1,0,1,2,AG2,
01352,화승코퍼레이션,8.97,38.5,3.91,27.37,12124210.93,441192611.79,486495381.43,1,1,1,1,1,0,AG2,
01357,디와이,5.48,18.11,2.4,33.83,5741799.27,619886729.28,198272487.31,1,1,1,1,1,0,AG2,
01358,계룡건설,7.31,38.6,6.14,11.43,5817176.12,1005479735.78,1240908793.41,1,1,1,1,1,0,AG2,
01370,까뮤이앤씨,11.23,29.91,3.4,23.94,1814180.64,118936496.66,89940231.04,1,1,1,1,1,0,AG2,
01372,THE CUBE&,-0.24,32.74,15.89,-41.68,2932388,57719551.44,31318916.15,0,1,0,0,1,3,AG3,score
01387,지엠비코리아,5.86,33.66,4.12,19.83,2055659.01,305617668.13,240074064.68,1,1,1,1,1,0,AG2,
01389,지누스,-21.56,26.85,3.52,11.79,17240161.9,651982249.67,288743370,0,1,1,1,1,1,AG2,
01399,아가방컴퍼니,4.41,1.74,0.2,408.06,1036510.51,171129362.05,3936600,0,1,1,1,1,1,AG2,
01410,메디앙스,12.61,18.61,15.5,12.42,188066.33,70484717.29,20995241.38,1,1,0,1,1,1,AG2,
